"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EN.ATM.CO2E.SF.ZS","Émissions de CO2 attribuables à la consommation de combustibles solides (% du total)","Les émissions de dioxyde de carbone attribuables à la consommation de combustibles solides désignent principalement les émissions dues à l'utilisation du charbon comme source d'énergie.","Centre d'analyse des informations relatives au dioxyde de carbone, division des sciences de l'environnement, Oak Ridge National Laboratory, Tennessee, États-Unis.",
