"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"AG.SRF.TOTL.K2","Superficie (kilomètres carrés)","La surface du territoire est la superficie totale d'un pays y compris les zones qui sont sous les masses d'eaux continentales et certaines voies navigables côtières.","fichiers électroniques et site Web de l’Organisation des Nations Unies pour l’alimentation et l’agriculture.",
