"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.ELC.NUCL.ZS","Production d’électricité à partir de sources nucléaires (% du total)","Les sources d'électricité font référence aux entrées utilisées pour générer le l'électricité. L'électricité nucléaire fait référence à l'électricité produite par des centrales nucléaires.","Agence internationale de l'énergie (statistiques de l'AIE © OCDE/AIE, http://www.iea.org/stats/index.asp), statistiques et ressources en énergie des pays hors OCDE, statistiques de l'énergie des pays de l'OCDE, et ressources en énergie des pays de l'OCDE.",
